2024-09-08 19:11:01,809 - MotorCore - DEBUG - MotorCore Initialized
2024-09-08 19:11:01,810 - MotorCore - DEBUG - Starting MotorCore
2024-09-08 19:11:26,461 - MotorCore - DEBUG - Target Rotation: 0.08476721664000222
--------
2024-09-08 19:11:26,461 - MotorCore - DEBUG - Normalized Target Rotation: 0.1
--------
2024-09-08 19:11:26,461 - MotorCore - DEBUG - [0.7403811136922978, 0.5403811136922978]
2024-09-08 19:11:26,565 - MotorCore - DEBUG - Current Position: (32.9146302122, -117.1004845648)
2024-09-08 19:11:26,567 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:26,569 - MotorCore - DEBUG - Raw Target Vector: [0.14615851507693636, 0.8538414849230637]
2024-09-08 19:11:26,570 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6403811136922978]
--------
2024-09-08 19:11:26,570 - MotorCore - DEBUG - Current: 242.8179 Target: 252.5315075090865
2024-09-08 19:11:26,571 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:26,571 - MotorCore - DEBUG - Target Rotation: 0.08476721664000222
--------
2024-09-08 19:11:26,572 - MotorCore - DEBUG - Normalized Target Rotation: 0.1
--------
2024-09-08 19:11:26,572 - MotorCore - DEBUG - [0.7403811136922978, 0.5403811136922978]
2024-09-08 19:11:26,674 - MotorCore - DEBUG - Current Position: (32.9146302122, -117.1004845648)
2024-09-08 19:11:26,676 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:26,678 - MotorCore - DEBUG - Raw Target Vector: [0.14615851507693636, 0.8538414849230637]
2024-09-08 19:11:26,679 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6403811136922978]
--------
2024-09-08 19:11:26,680 - MotorCore - DEBUG - Current: 242.8179 Target: 252.5315075090865
2024-09-08 19:11:26,680 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:26,682 - MotorCore - DEBUG - Target Rotation: 0.08476721664000222
--------
2024-09-08 19:11:26,682 - MotorCore - DEBUG - Normalized Target Rotation: 0.1
--------
2024-09-08 19:11:26,683 - MotorCore - DEBUG - [0.7403811136922978, 0.5403811136922978]
2024-09-08 19:11:26,787 - MotorCore - DEBUG - Current Position: (32.9146302122, -117.1004845648)
2024-09-08 19:11:26,790 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:26,791 - MotorCore - DEBUG - Raw Target Vector: [0.14615851507693636, 0.8538414849230637]
2024-09-08 19:11:26,792 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6403811136922978]
--------
2024-09-08 19:11:26,793 - MotorCore - DEBUG - Current: 242.8179 Target: 252.5315075090865
2024-09-08 19:11:26,793 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:26,794 - MotorCore - DEBUG - Target Rotation: 0.08476721664000222
--------
2024-09-08 19:11:26,795 - MotorCore - DEBUG - Normalized Target Rotation: 0.1
--------
2024-09-08 19:11:26,795 - MotorCore - DEBUG - [0.7403811136922978, 0.5403811136922978]
2024-09-08 19:11:26,901 - MotorCore - DEBUG - Current Position: (32.9146283405, -117.1004931153)
2024-09-08 19:11:26,904 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:26,906 - MotorCore - DEBUG - Raw Target Vector: [0.193532591227956, 0.806467408772044]
2024-09-08 19:11:26,907 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.604850556579033]
--------
2024-09-08 19:11:26,908 - MotorCore - DEBUG - Current: 239.01960000000008 Target: 252.51401750477905
2024-09-08 19:11:26,909 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:26,910 - MotorCore - DEBUG - Target Rotation: 0.1177610080485753
--------
2024-09-08 19:11:26,911 - MotorCore - DEBUG - Normalized Target Rotation: 0.1177610080485753
--------
2024-09-08 19:11:26,912 - MotorCore - DEBUG - [0.7226115646276082, 0.48708954853045766]
2024-09-08 19:11:27,014 - MotorCore - DEBUG - Current Position: (32.9146283405, -117.1004931153)
2024-09-08 19:11:27,016 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:27,017 - MotorCore - DEBUG - Raw Target Vector: [0.193532591227956, 0.806467408772044]
2024-09-08 19:11:27,018 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.604850556579033]
--------
2024-09-08 19:11:27,018 - MotorCore - DEBUG - Current: 239.01960000000008 Target: 252.51401750477905
2024-09-08 19:11:27,019 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:27,020 - MotorCore - DEBUG - Target Rotation: 0.1177610080485753
--------
2024-09-08 19:11:27,021 - MotorCore - DEBUG - Normalized Target Rotation: 0.1177610080485753
--------
2024-09-08 19:11:27,022 - MotorCore - DEBUG - [0.7226115646276082, 0.48708954853045766]
2024-09-08 19:11:27,124 - MotorCore - DEBUG - Current Position: (32.9146283405, -117.1004931153)
2024-09-08 19:11:27,126 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:27,127 - MotorCore - DEBUG - Raw Target Vector: [0.193532591227956, 0.806467408772044]
2024-09-08 19:11:27,128 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.604850556579033]
--------
2024-09-08 19:11:27,128 - MotorCore - DEBUG - Current: 239.01960000000008 Target: 252.51401750477905
2024-09-08 19:11:27,129 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:27,129 - MotorCore - DEBUG - Target Rotation: 0.1177610080485753
--------
2024-09-08 19:11:27,130 - MotorCore - DEBUG - Normalized Target Rotation: 0.1177610080485753
--------
2024-09-08 19:11:27,130 - MotorCore - DEBUG - [0.7226115646276082, 0.48708954853045766]
2024-09-08 19:11:27,233 - MotorCore - DEBUG - Current Position: (32.9146283405, -117.1004931153)
2024-09-08 19:11:27,235 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:27,236 - MotorCore - DEBUG - Raw Target Vector: [0.193532591227956, 0.806467408772044]
2024-09-08 19:11:27,237 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.604850556579033]
--------
2024-09-08 19:11:27,237 - MotorCore - DEBUG - Current: 239.01960000000008 Target: 252.51401750477905
2024-09-08 19:11:27,238 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:27,240 - MotorCore - DEBUG - Target Rotation: 0.1177610080485753
--------
2024-09-08 19:11:27,240 - MotorCore - DEBUG - Normalized Target Rotation: 0.1177610080485753
--------
2024-09-08 19:11:27,240 - MotorCore - DEBUG - [0.7226115646276082, 0.48708954853045766]
2024-09-08 19:11:27,344 - MotorCore - DEBUG - Current Position: (32.9146263837, -117.1005023165)
2024-09-08 19:11:27,345 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:27,346 - MotorCore - DEBUG - Raw Target Vector: [0.19480647779406698, 0.8051935222059331]
2024-09-08 19:11:27,347 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6038951416544498]
--------
2024-09-08 19:11:27,348 - MotorCore - DEBUG - Current: 238.89170000000001 Target: 252.4923496290656
2024-09-08 19:11:27,349 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:27,349 - MotorCore - DEBUG - Target Rotation: 0.11868805821866985
--------
2024-09-08 19:11:27,350 - MotorCore - DEBUG - Normalized Target Rotation: 0.11868805821866985
--------
2024-09-08 19:11:27,350 - MotorCore - DEBUG - [0.7225831998731196, 0.48520708343577995]
2024-09-08 19:11:27,453 - MotorCore - DEBUG - Current Position: (32.9146263837, -117.1005023165)
2024-09-08 19:11:27,455 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:27,456 - MotorCore - DEBUG - Raw Target Vector: [0.19480647779406698, 0.8051935222059331]
2024-09-08 19:11:27,457 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6038951416544498]
--------
2024-09-08 19:11:27,458 - MotorCore - DEBUG - Current: 238.89170000000001 Target: 252.4923496290656
2024-09-08 19:11:27,458 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:27,459 - MotorCore - DEBUG - Target Rotation: 0.11868805821866985
--------
2024-09-08 19:11:27,460 - MotorCore - DEBUG - Normalized Target Rotation: 0.11868805821866985
--------
2024-09-08 19:11:27,460 - MotorCore - DEBUG - [0.7225831998731196, 0.48520708343577995]
2024-09-08 19:11:27,561 - MotorCore - DEBUG - Current Position: (32.9146263837, -117.1005023165)
2024-09-08 19:11:27,561 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:27,561 - MotorCore - DEBUG - Raw Target Vector: [0.19480647779406698, 0.8051935222059331]
2024-09-08 19:11:27,561 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6038951416544498]
--------
2024-09-08 19:11:27,561 - MotorCore - DEBUG - Current: 238.89170000000001 Target: 252.4923496290656
2024-09-08 19:11:27,562 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:27,562 - MotorCore - DEBUG - Target Rotation: 0.11868805821866985
--------
2024-09-08 19:11:27,562 - MotorCore - DEBUG - Normalized Target Rotation: 0.11868805821866985
--------
2024-09-08 19:11:27,562 - MotorCore - DEBUG - [0.7225831998731196, 0.48520708343577995]
2024-09-08 19:11:27,663 - MotorCore - DEBUG - Current Position: (32.9146263837, -117.1005023165)
2024-09-08 19:11:27,663 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:27,663 - MotorCore - DEBUG - Raw Target Vector: [0.19480647779406698, 0.8051935222059331]
2024-09-08 19:11:27,664 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6038951416544498]
--------
2024-09-08 19:11:27,664 - MotorCore - DEBUG - Current: 238.89170000000001 Target: 252.4923496290656
2024-09-08 19:11:27,664 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:27,664 - MotorCore - DEBUG - Target Rotation: 0.11868805821866985
--------
2024-09-08 19:11:27,664 - MotorCore - DEBUG - Normalized Target Rotation: 0.11868805821866985
--------
2024-09-08 19:11:27,664 - MotorCore - DEBUG - [0.7225831998731196, 0.48520708343577995]
2024-09-08 19:11:27,767 - MotorCore - DEBUG - Current Position: (32.9146263837, -117.1005023165)
2024-09-08 19:11:27,768 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:27,770 - MotorCore - DEBUG - Raw Target Vector: [0.19480647779406698, 0.8051935222059331]
2024-09-08 19:11:27,770 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6038951416544498]
--------
2024-09-08 19:11:27,771 - MotorCore - DEBUG - Current: 238.89170000000001 Target: 252.4923496290656
2024-09-08 19:11:27,772 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:27,772 - MotorCore - DEBUG - Target Rotation: 0.11868805821866985
--------
2024-09-08 19:11:27,772 - MotorCore - DEBUG - Normalized Target Rotation: 0.11868805821866985
--------
2024-09-08 19:11:27,772 - MotorCore - DEBUG - [0.7225831998731196, 0.48520708343577995]
2024-09-08 19:11:27,876 - MotorCore - DEBUG - Current Position: (32.914624786, -117.100511747)
2024-09-08 19:11:27,877 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:27,879 - MotorCore - DEBUG - Raw Target Vector: [0.17797181707390908, 0.8220281829260909]
2024-09-08 19:11:27,880 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6165211371945682]
--------
2024-09-08 19:11:27,880 - MotorCore - DEBUG - Current: 240.235 Target: 252.4511820453545
2024-09-08 19:11:27,881 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:27,882 - MotorCore - DEBUG - Target Rotation: 0.10660629935722551
--------
2024-09-08 19:11:27,882 - MotorCore - DEBUG - Normalized Target Rotation: 0.10660629935722551
--------
2024-09-08 19:11:27,883 - MotorCore - DEBUG - [0.7231274365517938, 0.5099148378373427]
2024-09-08 19:11:27,987 - MotorCore - DEBUG - Current Position: (32.914624786, -117.100511747)
2024-09-08 19:11:27,988 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:27,989 - MotorCore - DEBUG - Raw Target Vector: [0.17797181707390908, 0.8220281829260909]
2024-09-08 19:11:27,991 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6165211371945682]
--------
2024-09-08 19:11:27,992 - MotorCore - DEBUG - Current: 240.235 Target: 252.4511820453545
2024-09-08 19:11:27,992 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:27,993 - MotorCore - DEBUG - Target Rotation: 0.10660629935722551
--------
2024-09-08 19:11:27,993 - MotorCore - DEBUG - Normalized Target Rotation: 0.10660629935722551
--------
2024-09-08 19:11:27,994 - MotorCore - DEBUG - [0.7231274365517938, 0.5099148378373427]
2024-09-08 19:11:28,096 - MotorCore - DEBUG - Current Position: (32.914624786, -117.100511747)
2024-09-08 19:11:28,098 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:28,099 - MotorCore - DEBUG - Raw Target Vector: [0.17797181707390908, 0.8220281829260909]
2024-09-08 19:11:28,100 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6165211371945682]
--------
2024-09-08 19:11:28,100 - MotorCore - DEBUG - Current: 240.235 Target: 252.4511820453545
2024-09-08 19:11:28,100 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:28,101 - MotorCore - DEBUG - Target Rotation: 0.10660629935722551
--------
2024-09-08 19:11:28,101 - MotorCore - DEBUG - Normalized Target Rotation: 0.10660629935722551
--------
2024-09-08 19:11:28,101 - MotorCore - DEBUG - [0.7231274365517938, 0.5099148378373427]
2024-09-08 19:11:28,205 - MotorCore - DEBUG - Current Position: (32.914624786, -117.100511747)
2024-09-08 19:11:28,206 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:28,208 - MotorCore - DEBUG - Raw Target Vector: [0.17797181707390908, 0.8220281829260909]
2024-09-08 19:11:28,209 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6165211371945682]
--------
2024-09-08 19:11:28,209 - MotorCore - DEBUG - Current: 240.235 Target: 252.4511820453545
2024-09-08 19:11:28,210 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:28,210 - MotorCore - DEBUG - Target Rotation: 0.10660629935722551
--------
2024-09-08 19:11:28,212 - MotorCore - DEBUG - Normalized Target Rotation: 0.10660629935722551
--------
2024-09-08 19:11:28,214 - MotorCore - DEBUG - [0.7231274365517938, 0.5099148378373427]
2024-09-08 19:11:28,318 - MotorCore - DEBUG - Current Position: (32.9146233588, -117.100521532)
2024-09-08 19:11:28,319 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:28,320 - MotorCore - DEBUG - Raw Target Vector: [0.1565748154606841, 0.8434251845393158]
2024-09-08 19:11:28,321 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6325688884044869]
--------
2024-09-08 19:11:28,322 - MotorCore - DEBUG - Current: 241.88049999999998 Target: 252.39725949037896
2024-09-08 19:11:28,322 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:28,322 - MotorCore - DEBUG - Target Rotation: 0.091776039873737
--------
2024-09-08 19:11:28,323 - MotorCore - DEBUG - Normalized Target Rotation: 0.1
--------
2024-09-08 19:11:28,323 - MotorCore - DEBUG - [0.7325688884044869, 0.5325688884044869]
2024-09-08 19:11:28,425 - MotorCore - DEBUG - Current Position: (32.9146233588, -117.100521532)
2024-09-08 19:11:28,428 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:28,429 - MotorCore - DEBUG - Raw Target Vector: [0.1565748154606841, 0.8434251845393158]
2024-09-08 19:11:28,429 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6325688884044869]
--------
2024-09-08 19:11:28,430 - MotorCore - DEBUG - Current: 241.88049999999998 Target: 252.39725949037896
2024-09-08 19:11:28,430 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:28,430 - MotorCore - DEBUG - Target Rotation: 0.091776039873737
--------
2024-09-08 19:11:28,431 - MotorCore - DEBUG - Normalized Target Rotation: 0.1
--------
2024-09-08 19:11:28,431 - MotorCore - DEBUG - [0.7325688884044869, 0.5325688884044869]
2024-09-08 19:11:28,535 - MotorCore - DEBUG - Current Position: (32.9146233588, -117.100521532)
2024-09-08 19:11:28,536 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:28,536 - MotorCore - DEBUG - Raw Target Vector: [0.1565748154606841, 0.8434251845393158]
2024-09-08 19:11:28,536 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6325688884044869]
--------
2024-09-08 19:11:28,537 - MotorCore - DEBUG - Current: 241.88049999999998 Target: 252.39725949037896
2024-09-08 19:11:28,537 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:28,537 - MotorCore - DEBUG - Target Rotation: 0.091776039873737
--------
2024-09-08 19:11:28,537 - MotorCore - DEBUG - Normalized Target Rotation: 0.1
--------
2024-09-08 19:11:28,537 - MotorCore - DEBUG - [0.7325688884044869, 0.5325688884044869]
2024-09-08 19:11:28,640 - MotorCore - DEBUG - Current Position: (32.9146233588, -117.100521532)
2024-09-08 19:11:28,642 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:28,653 - MotorCore - DEBUG - Raw Target Vector: [0.1565748154606841, 0.8434251845393158]
2024-09-08 19:11:28,654 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6325688884044869]
--------
2024-09-08 19:11:28,655 - MotorCore - DEBUG - Current: 241.88049999999998 Target: 252.39725949037896
2024-09-08 19:11:28,655 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:28,656 - MotorCore - DEBUG - Target Rotation: 0.091776039873737
--------
2024-09-08 19:11:28,657 - MotorCore - DEBUG - Normalized Target Rotation: 0.1
--------
2024-09-08 19:11:28,657 - MotorCore - DEBUG - [0.7325688884044869, 0.5325688884044869]
2024-09-08 19:11:28,760 - MotorCore - DEBUG - Current Position: (32.9146233588, -117.100521532)
2024-09-08 19:11:28,762 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:28,765 - MotorCore - DEBUG - Raw Target Vector: [0.1565748154606841, 0.8434251845393158]
2024-09-08 19:11:28,766 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6325688884044869]
--------
2024-09-08 19:11:28,766 - MotorCore - DEBUG - Current: 241.88049999999998 Target: 252.39725949037896
2024-09-08 19:11:28,766 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:28,767 - MotorCore - DEBUG - Target Rotation: 0.091776039873737
--------
2024-09-08 19:11:28,768 - MotorCore - DEBUG - Normalized Target Rotation: 0.1
--------
2024-09-08 19:11:28,768 - MotorCore - DEBUG - [0.7325688884044869, 0.5325688884044869]
2024-09-08 19:11:28,871 - MotorCore - DEBUG - Current Position: (32.9146221365, -117.1005314822)
2024-09-08 19:11:28,873 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:28,874 - MotorCore - DEBUG - Raw Target Vector: [0.13896837912232698, 0.861031620877673]
2024-09-08 19:11:28,875 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6457737156582548]
--------
2024-09-08 19:11:28,876 - MotorCore - DEBUG - Current: 243.16269999999997 Target: 252.33103388035823
2024-09-08 19:11:28,876 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:28,877 - MotorCore - DEBUG - Target Rotation: 0.08000880656719976
--------
2024-09-08 19:11:28,879 - MotorCore - DEBUG - Normalized Target Rotation: 0.1
--------
2024-09-08 19:11:28,879 - MotorCore - DEBUG - [0.7457737156582548, 0.5457737156582548]
2024-09-08 19:11:28,982 - MotorCore - DEBUG - Current Position: (32.9146221365, -117.1005314822)
2024-09-08 19:11:28,985 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:28,987 - MotorCore - DEBUG - Raw Target Vector: [0.13896837912232698, 0.861031620877673]
2024-09-08 19:11:28,988 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6457737156582548]
--------
2024-09-08 19:11:28,988 - MotorCore - DEBUG - Current: 243.16269999999997 Target: 252.33103388035823
2024-09-08 19:11:28,989 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:28,989 - MotorCore - DEBUG - Target Rotation: 0.08000880656719976
--------
2024-09-08 19:11:28,990 - MotorCore - DEBUG - Normalized Target Rotation: 0.1
--------
2024-09-08 19:11:28,990 - MotorCore - DEBUG - [0.7457737156582548, 0.5457737156582548]
2024-09-08 19:11:29,093 - MotorCore - DEBUG - Current Position: (32.9146221365, -117.1005314822)
2024-09-08 19:11:29,096 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:29,098 - MotorCore - DEBUG - Raw Target Vector: [0.13896837912232698, 0.861031620877673]
2024-09-08 19:11:29,100 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6457737156582548]
--------
2024-09-08 19:11:29,103 - MotorCore - DEBUG - Current: 243.16269999999997 Target: 252.33103388035823
2024-09-08 19:11:29,104 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:29,106 - MotorCore - DEBUG - Target Rotation: 0.08000880656719976
--------
2024-09-08 19:11:29,108 - MotorCore - DEBUG - Normalized Target Rotation: 0.1
--------
2024-09-08 19:11:29,109 - MotorCore - DEBUG - [0.7457737156582548, 0.5457737156582548]
2024-09-08 19:11:29,138 - MotorCore - DEBUG - Sent diagnostic data
2024-09-08 19:11:29,212 - MotorCore - DEBUG - Current Position: (32.9146221365, -117.1005314822)
2024-09-08 19:11:29,214 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:29,215 - MotorCore - DEBUG - Raw Target Vector: [0.13896837912232698, 0.861031620877673]
2024-09-08 19:11:29,216 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6457737156582548]
--------
2024-09-08 19:11:29,216 - MotorCore - DEBUG - Current: 243.16269999999997 Target: 252.33103388035823
2024-09-08 19:11:29,217 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:29,217 - MotorCore - DEBUG - Target Rotation: 0.08000880656719976
--------
2024-09-08 19:11:29,218 - MotorCore - DEBUG - Normalized Target Rotation: 0.1
--------
2024-09-08 19:11:29,218 - MotorCore - DEBUG - [0.7457737156582548, 0.5457737156582548]
2024-09-08 19:11:29,319 - MotorCore - DEBUG - Current Position: (32.9146210712, -117.1005416893)
2024-09-08 19:11:29,320 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:29,320 - MotorCore - DEBUG - Raw Target Vector: [0.1230932015170946, 0.8769067984829053]
2024-09-08 19:11:29,320 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6576800988621789]
--------
2024-09-08 19:11:29,321 - MotorCore - DEBUG - Current: 244.26279999999997 Target: 252.25331621996648
2024-09-08 19:11:29,321 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:29,321 - MotorCore - DEBUG - Target Rotation: 0.06973040848621352
--------
2024-09-08 19:11:29,322 - MotorCore - DEBUG - Normalized Target Rotation: 0.1
--------
2024-09-08 19:11:29,322 - MotorCore - DEBUG - [0.7576800988621789, 0.557680098862179]
2024-09-08 19:11:29,425 - MotorCore - DEBUG - Current Position: (32.9146210712, -117.1005416893)
2024-09-08 19:11:29,427 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:29,428 - MotorCore - DEBUG - Raw Target Vector: [0.1230932015170946, 0.8769067984829053]
2024-09-08 19:11:29,429 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6576800988621789]
--------
2024-09-08 19:11:29,429 - MotorCore - DEBUG - Current: 244.26279999999997 Target: 252.25331621996648
2024-09-08 19:11:29,430 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:29,431 - MotorCore - DEBUG - Target Rotation: 0.06973040848621352
--------
2024-09-08 19:11:29,431 - MotorCore - DEBUG - Normalized Target Rotation: 0.1
--------
2024-09-08 19:11:29,432 - MotorCore - DEBUG - [0.7576800988621789, 0.557680098862179]
2024-09-08 19:11:29,535 - MotorCore - DEBUG - Current Position: (32.9146210712, -117.1005416893)
2024-09-08 19:11:29,537 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:29,538 - MotorCore - DEBUG - Raw Target Vector: [0.1230932015170946, 0.8769067984829053]
2024-09-08 19:11:29,540 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6576800988621789]
--------
2024-09-08 19:11:29,541 - MotorCore - DEBUG - Current: 244.26279999999997 Target: 252.25331621996648
2024-09-08 19:11:29,541 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:29,541 - MotorCore - DEBUG - Target Rotation: 0.06973040848621352
--------
2024-09-08 19:11:29,542 - MotorCore - DEBUG - Normalized Target Rotation: 0.1
--------
2024-09-08 19:11:29,543 - MotorCore - DEBUG - [0.7576800988621789, 0.557680098862179]
2024-09-08 19:11:29,646 - MotorCore - DEBUG - Current Position: (32.9146210712, -117.1005416893)
2024-09-08 19:11:29,649 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:29,650 - MotorCore - DEBUG - Raw Target Vector: [0.1230932015170946, 0.8769067984829053]
2024-09-08 19:11:29,651 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6576800988621789]
--------
2024-09-08 19:11:29,653 - MotorCore - DEBUG - Current: 244.26279999999997 Target: 252.25331621996648
2024-09-08 19:11:29,654 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:29,655 - MotorCore - DEBUG - Target Rotation: 0.06973040848621352
--------
2024-09-08 19:11:29,658 - MotorCore - DEBUG - Normalized Target Rotation: 0.1
--------
2024-09-08 19:11:29,658 - MotorCore - DEBUG - [0.7576800988621789, 0.557680098862179]
2024-09-08 19:11:29,765 - MotorCore - DEBUG - Current Position: (32.9146210712, -117.1005416893)
2024-09-08 19:11:29,768 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:29,770 - MotorCore - DEBUG - Raw Target Vector: [0.1230932015170946, 0.8769067984829053]
2024-09-08 19:11:29,771 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.6576800988621789]
--------
2024-09-08 19:11:29,772 - MotorCore - DEBUG - Current: 244.26279999999997 Target: 252.25331621996648
2024-09-08 19:11:29,773 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:29,773 - MotorCore - DEBUG - Target Rotation: 0.06973040848621352
--------
2024-09-08 19:11:29,774 - MotorCore - DEBUG - Normalized Target Rotation: 0.1
--------
2024-09-08 19:11:29,774 - MotorCore - DEBUG - [0.7576800988621789, 0.557680098862179]
2024-09-08 19:11:29,877 - MotorCore - DEBUG - Current Position: (32.9146202233, -117.1005521935)
2024-09-08 19:11:29,878 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:29,879 - MotorCore - DEBUG - Raw Target Vector: [0.10957319602389654, 0.8904268039761034]
